parameter,branch,compliance_model,parameter_value,baseline_parameter_value,delta_parameter,relative_parameter_change,metric,metric_value,baseline_metric_value,delta_metric,relative_metric_change,sensitivity
alpha,rpa,olufsen,0.36,0.8,-0.44000000000000006,-0.55,lpa_split,0.4978305751851142,0.5,-0.002169424814885801,-0.004338849629771602,0.00788881750867564
alpha,rpa,olufsen,0.38,0.8,-0.42000000000000004,-0.525,mpa_systolic,3951.7180978088973,3942.837664265465,8.880433543432446,0.002252294996549607,-0.004290085707713537
alpha,rpa,olufsen,0.38,0.8,-0.42000000000000004,-0.525,mpa_diastolic,3.713166629080532,4.536308204188096,-0.8231415751075639,-0.18145627194104838,0.34563099417342547
alpha,rpa,olufsen,0.38,0.8,-0.42000000000000004,-0.525,mpa_mean,818.3449118301105,816.2097021608391,2.135209669271376,0.0026160062342050175,-0.004982869017533366
alpha,rpa,olufsen,0.38,0.8,-0.42000000000000004,-0.525,rpa_split,0.5015845913900522,0.5,0.0015845913900521813,0.0031691827801043626,-0.006036538628770214
alpha,rpa,olufsen,0.38,0.8,-0.42000000000000004,-0.525,lpa_split,0.4984154086099478,0.5,-0.0015845913900521813,-0.0031691827801043626,0.006036538628770214
alpha,rpa,olufsen,0.4,0.8,-0.4,-0.5,mpa_systolic,3948.850232042125,3942.837664265465,6.012567776660035,0.0015249341435364808,-0.0030498682870729616
alpha,rpa,olufsen,0.4,0.8,-0.4,-0.5,mpa_diastolic,4.017508086498026,4.536308204188096,-0.5188001176900698,-0.11436615290184504,0.22873230580369008
alpha,rpa,olufsen,0.4,0.8,-0.4,-0.5,mpa_mean,817.6626987786325,816.2097021608391,1.4529966177933602,0.0017801756263698986,-0.003560351252739797
alpha,rpa,olufsen,0.4,0.8,-0.4,-0.5,rpa_split,0.501087993945541,0.5,0.0010879939455410437,0.0021759878910820873,-0.004351975782164175
alpha,rpa,olufsen,0.4,0.8,-0.4,-0.5,lpa_split,0.49891200605445896,0.5,-0.0010879939455410437,-0.0021759878910820873,0.004351975782164175
alpha,rpa,olufsen,0.42,0.8,-0.38000000000000006,-0.47500000000000003,mpa_systolic,3950.820734541548,3942.837664265465,7.983070276083254,0.002024701739164924,-0.004262529977189313
alpha,rpa,olufsen,0.42,0.8,-0.38000000000000006,-0.47500000000000003,mpa_diastolic,4.011371286619735,4.536308204188096,-0.5249369175683611,-0.11571897100900662,0.24361888633475076
alpha,rpa,olufsen,0.42,0.8,-0.38000000000000006,-0.47500000000000003,mpa_mean,818.2335930710335,816.2097021608391,2.023890910194382,0.0024796212356166794,-0.005220255232877219
alpha,rpa,olufsen,0.42,0.8,-0.38000000000000006,-0.47500000000000003,rpa_split,0.5006899725666247,0.5,0.0006899725666247303,0.0013799451332494606,-0.0029051476489462325
alpha,rpa,olufsen,0.42,0.8,-0.38000000000000006,-0.47500000000000003,lpa_split,0.49931002743337527,0.5,-0.0006899725666247303,-0.0013799451332494606,0.0029051476489462325
alpha,rpa,olufsen,0.44,0.8,-0.36000000000000004,-0.45,mpa_systolic,3948.558907622496,3942.837664265465,5.721243357031199,0.0014510471503515587,-0.0032245492230034635
alpha,rpa,olufsen,0.44,0.8,-0.36000000000000004,-0.45,mpa_diastolic,4.187522332316382,4.536308204188096,-0.34878587187171384,-0.07688760467150384,0.17086134371445297
alpha,rpa,olufsen,0.44,0.8,-0.36000000000000004,-0.45,mpa_mean,817.6704871104,816.2097021608391,1.460784949560889,0.0017897176983973566,-0.003977150440883015
alpha,rpa,olufsen,0.44,0.8,-0.36000000000000004,-0.45,rpa_split,0.5004512352022544,0.5,0.0004512352022544297,0.0009024704045088594,-0.0020054897877974653
alpha,rpa,olufsen,0.44,0.8,-0.36000000000000004,-0.45,lpa_split,0.49954876479774557,0.5,-0.0004512352022544297,-0.0009024704045088594,0.0020054897877974653
alpha,rpa,olufsen,0.46,0.8,-0.34,-0.425,mpa_systolic,3946.220494936641,3942.837664265465,3.3828306711761797,0.0008579685392161303,-0.0020187495040379535
alpha,rpa,olufsen,0.46,0.8,-0.34,-0.425,mpa_diastolic,4.310916188068306,4.536308204188096,-0.2253920161197902,-0.04968622191757155,0.11690875745310952
alpha,rpa,olufsen,0.46,0.8,-0.34,-0.425,mpa_mean,817.0598679964912,816.2097021608391,0.850165835652092,0.0010416022174220144,-0.002450828746875328
alpha,rpa,olufsen,0.46,0.8,-0.34,-0.425,rpa_split,0.5003964584770848,0.5,0.00039645847708480453,0.0007929169541696091,-0.0018656869509873155
alpha,rpa,olufsen,0.46,0.8,-0.34,-0.425,lpa_split,0.4996035415229152,0.5,-0.00039645847708480453,-0.0007929169541696091,0.0018656869509873155
alpha,rpa,olufsen,0.48,0.8,-0.32000000000000006,-0.4000000000000001,mpa_systolic,3954.9665196215506,3942.837664265465,12.12885535608575,0.0030761741641081005,-0.00769043541027025
alpha,rpa,olufsen,0.48,0.8,-0.32000000000000006,-0.4000000000000001,mpa_diastolic,1.713535731819948,4.536308204188096,-2.8227724723681478,-0.6222620565688316,1.5556551414220787
alpha,rpa,olufsen,0.48,0.8,-0.32000000000000006,-0.4000000000000001,mpa_mean,818.3467908529506,816.2097021608391,2.1370886921114334,0.0026183083666534352,-0.006545770916633587
alpha,rpa,olufsen,0.48,0.8,-0.32000000000000006,-0.4000000000000001,rpa_split,0.5072141679826307,0.5,0.007214167982630748,0.014428335965261496,-0.036070839913153734
alpha,rpa,olufsen,0.48,0.8,-0.32000000000000006,-0.4000000000000001,lpa_split,0.49278583201736925,0.5,-0.007214167982630748,-0.014428335965261496,0.036070839913153734
alpha,rpa,olufsen,0.5,0.8,-0.30000000000000004,-0.37500000000000006,mpa_systolic,3950.3637578660146,3942.837664265465,7.526093600549757,0.0019088012851150033,-0.005090136760306675
alpha,rpa,olufsen,0.5,0.8,-0.30000000000000004,-0.37500000000000006,mpa_diastolic,2.5243395940706823,4.536308204188096,-2.0119686101174135,-0.4435255541631598,1.1827348111017593
alpha,rpa,olufsen,0.5,0.8,-0.30000000000000004,-0.37500000000000006,mpa_mean,817.4202229124732,816.2097021608391,1.2105207516340215,0.0014831001744150807,-0.003954933798440215
alpha,rpa,olufsen,0.5,0.8,-0.30000000000000004,-0.37500000000000006,rpa_split,0.5055852984489206,0.5,0.005585298448920639,0.011170596897841278,-0.029788258394243403
alpha,rpa,olufsen,0.5,0.8,-0.30000000000000004,-0.37500000000000006,lpa_split,0.49441470155107936,0.5,-0.005585298448920639,-0.011170596897841278,0.029788258394243403
alpha,rpa,olufsen,0.52,0.8,-0.28,-0.35000000000000003,mpa_systolic,3947.2292706629532,3942.837664265465,4.391606397488431,0.00111381871926664,-0.003182339197904686
alpha,rpa,olufsen,0.52,0.8,-0.28,-0.35000000000000003,mpa_diastolic,3.12901160374107,4.536308204188096,-1.407296600447026,-0.31022949436013963,0.8863699838861132
alpha,rpa,olufsen,0.52,0.8,-0.28,-0.35000000000000003,mpa_mean,816.7990378928632,816.2097021608391,0.5893357320240966,0.0007220396063216171,-0.0020629703037760485
alpha,rpa,olufsen,0.52,0.8,-0.28,-0.35000000000000003,rpa_split,0.5043134099117654,0.5,0.004313409911765431,0.008626819823530862,-0.024648056638659606
alpha,rpa,olufsen,0.52,0.8,-0.28,-0.35000000000000003,lpa_split,0.49568659008823457,0.5,-0.004313409911765431,-0.008626819823530862,0.024648056638659606
alpha,rpa,olufsen,0.54,0.8,-0.26,-0.325,mpa_systolic,3972.8461029547207,3942.837664265465,30.008438689255854,0.007610873498857658,-0.023418072304177407
alpha,rpa,olufsen,0.54,0.8,-0.26,-0.325,mpa_diastolic,-6.688073423179837,4.536308204188096,-11.224381627367933,-2.474342818463073,7.613362518347916
alpha,rpa,olufsen,0.54,0.8,-0.26,-0.325,mpa_mean,819.4237907729953,816.2097021608391,3.2140886121561607,0.003937822110723703,-0.012116375725303703
alpha,rpa,olufsen,0.54,0.8,-0.26,-0.325,rpa_split,0.5271062884935535,0.5,0.027106288493553454,0.05421257698710691,-0.1668079291910982
alpha,rpa,olufsen,0.54,0.8,-0.26,-0.325,lpa_split,0.47289371150644655,0.5,-0.027106288493553454,-0.05421257698710691,0.1668079291910982
alpha,rpa,olufsen,0.56,0.8,-0.24,-0.3,mpa_systolic,4299.040381812519,3942.837664265465,356.2027175470539,0.0903417152512702,-0.30113905083756737
alpha,rpa,olufsen,0.56,0.8,-0.24,-0.3,mpa_diastolic,-317.3105175322313,4.536308204188096,-321.8468257364194,-70.9490650214811,236.49688340493702
alpha,rpa,olufsen,0.56,0.8,-0.24,-0.3,mpa_mean,866.6993516010177,816.2097021608391,50.489649440178596,0.061858673459175936,-0.20619557819725312
alpha,rpa,olufsen,0.56,0.8,-0.24,-0.3,rpa_split,0.6724802908535501,0.5,0.1724802908535501,0.3449605817071002,-1.149868605690334
alpha,rpa,olufsen,0.56,0.8,-0.24,-0.3,lpa_split,0.3275197091464499,0.5,-0.1724802908535501,-0.3449605817071002,1.149868605690334
alpha,rpa,olufsen,0.58,0.8,-0.22000000000000008,-0.2750000000000001,mpa_systolic,4250.552789406496,3942.837664265465,307.7151251410314,0.07804407671406313,-0.28379664259659315
alpha,rpa,olufsen,0.58,0.8,-0.22000000000000008,-0.2750000000000001,mpa_diastolic,-279.35783384051854,4.536308204188096,-283.89414204470665,-62.582639729506155,227.5732353800223
alpha,rpa,olufsen,0.58,0.8,-0.22000000000000008,-0.2750000000000001,mpa_mean,858.2951471221302,816.2097021608391,42.085444961291046,0.05156204937269644,-0.18749836135525974
alpha,rpa,olufsen,0.58,0.8,-0.22000000000000008,-0.2750000000000001,rpa_split,0.6623702834725896,0.5,0.16237028347258964,0.3247405669451793,-1.1808747888915607
alpha,rpa,olufsen,0.58,0.8,-0.22000000000000008,-0.2750000000000001,lpa_split,0.33762971652741036,0.5,-0.16237028347258964,-0.3247405669451793,1.1808747888915607
alpha,rpa,olufsen,0.6,0.8,-0.20000000000000007,-0.25000000000000006,mpa_systolic,4209.708016735696,3942.837664265465,266.8703524702314,0.06768484406267036,-0.2707393762506814
alpha,rpa,olufsen,0.6,0.8,-0.20000000000000007,-0.25000000000000006,mpa_diastolic,-245.64266663901992,4.536308204188096,-250.178974843208,-55.150347723779674,220.60139089511864
alpha,rpa,olufsen,0.6,0.8,-0.20000000000000007,-0.25000000000000006,mpa_mean,851.6468718013562,816.2097021608391,35.43716964051703,0.043416746390909616,-0.17366698556363844
alpha,rpa,olufsen,0.6,0.8,-0.20000000000000007,-0.25000000000000006,rpa_split,0.6525101046066202,0.5,0.15251010460662018,0.30502020921324036,-1.2200808368529612
alpha,rpa,olufsen,0.6,0.8,-0.20000000000000007,-0.25000000000000006,lpa_split,0.3474898953933798,0.5,-0.15251010460662018,-0.30502020921324036,1.2200808368529612
alpha,rpa,olufsen,0.62,0.8,-0.18000000000000005,-0.22500000000000006,mpa_systolic,4170.588581516613,3942.837664265465,227.75091725114817,0.05776319915863878,-0.25672532959395006
alpha,rpa,olufsen,0.62,0.8,-0.18000000000000005,-0.22500000000000006,mpa_diastolic,-212.12689188419935,4.536308204188096,-216.66320008838744,-47.76201050192215,212.27560223076506
alpha,rpa,olufsen,0.62,0.8,-0.18000000000000005,-0.22500000000000006,mpa_mean,845.6346738854716,816.2097021608391,29.424971724632428,0.03605074976042622,-0.16022555449078316
alpha,rpa,olufsen,0.62,0.8,-0.18000000000000005,-0.22500000000000006,rpa_split,0.6418714646783984,0.5,0.1418714646783984,0.2837429293567968,-1.2610796860302076
alpha,rpa,olufsen,0.62,0.8,-0.18000000000000005,-0.22500000000000006,lpa_split,0.3581285353216016,0.5,-0.1418714646783984,-0.2837429293567968,1.2610796860302076
alpha,rpa,olufsen,0.64,0.8,-0.16000000000000003,-0.20000000000000004,mpa_systolic,3943.962862247176,3942.837664265465,1.1251979817111533,0.00028537770953873984,-0.0014268885476936988
alpha,rpa,olufsen,0.64,0.8,-0.16000000000000003,-0.20000000000000004,mpa_diastolic,4.2451257208387965,4.536308204188096,-0.2911824833492993,-0.06418930774599228,0.3209465387299614
alpha,rpa,olufsen,0.64,0.8,-0.16000000000000003,-0.20000000000000004,mpa_mean,816.3637523669129,816.2097021608391,0.15405020607374809,0.00018873851372498332,-0.0009436925686249165
alpha,rpa,olufsen,0.64,0.8,-0.16000000000000003,-0.20000000000000004,rpa_split,0.5012177339156628,0.5,0.001217733915662822,0.002435467831325644,-0.012177339156628218
alpha,rpa,olufsen,0.64,0.8,-0.16000000000000003,-0.20000000000000004,lpa_split,0.4987822660843372,0.5,-0.001217733915662822,-0.002435467831325644,0.012177339156628218
alpha,rpa,olufsen,0.66,0.8,-0.14,-0.17500000000000002,mpa_systolic,3950.683266023036,3942.837664265465,7.84560175757133,0.001989836362951792,-0.011370493502581668
alpha,rpa,olufsen,0.66,0.8,-0.14,-0.17500000000000002,mpa_diastolic,1.3103578925728052,4.536308204188096,-3.2259503116152906,-0.7111400210058408,4.063657262890518
alpha,rpa,olufsen,0.66,0.8,-0.14,-0.17500000000000002,mpa_mean,816.9538800561014,816.2097021608391,0.7441778952622826,0.0009117484064354308,-0.0052099908939167465
alpha,rpa,olufsen,0.66,0.8,-0.14,-0.17500000000000002,rpa_split,0.5091931991640326,0.5,0.009193199164032606,0.018386398328065212,-0.10506513330322978
alpha,rpa,olufsen,0.66,0.8,-0.14,-0.17500000000000002,lpa_split,0.4908068008359674,0.5,-0.009193199164032606,-0.018386398328065212,0.10506513330322978
alpha,rpa,olufsen,0.68,0.8,-0.12,-0.15,mpa_systolic,3949.252330526974,3942.837664265465,6.41466626150941,0.001626916147130911,-0.010846107647539406
alpha,rpa,olufsen,0.68,0.8,-0.12,-0.15,mpa_diastolic,1.2102262410275613,4.536308204188096,-3.3260819631605347,-0.7332134002909606,4.8880893352730705
alpha,rpa,olufsen,0.68,0.8,-0.12,-0.15,mpa_mean,816.5048885072857,816.2097021608391,0.2951863464465987,0.00036165503260390114,-0.0024110335506926745
alpha,rpa,olufsen,0.68,0.8,-0.12,-0.15,rpa_split,0.5097469294675422,0.5,0.009746929467542187,0.019493858935084374,-0.12995905956722917
alpha,rpa,olufsen,0.68,0.8,-0.12,-0.15,lpa_split,0.4902530705324578,0.5,-0.009746929467542187,-0.019493858935084374,0.12995905956722917
alpha,rpa,olufsen,0.7,0.8,-0.10000000000000009,-0.1250000000000001,mpa_systolic,3945.752579020165,3942.837664265465,2.914914754700021,0.000739293626293148,-0.005914349010345179
alpha,rpa,olufsen,0.7,0.8,-0.10000000000000009,-0.1250000000000001,mpa_diastolic,4.186555878468005,4.536308204188096,-0.3497523257200905,-0.07710065321337417,0.6168052257069928
alpha,rpa,olufsen,0.7,0.8,-0.10000000000000009,-0.1250000000000001,mpa_mean,816.8521332161039,816.2097021608391,0.6424310552647512,0.0007870906870672755,-0.006296725496538199
alpha,rpa,olufsen,0.7,0.8,-0.10000000000000009,-0.1250000000000001,rpa_split,0.5010933728848309,0.5,0.001093372884830912,0.002186745769661824,-0.01749396615729458
alpha,rpa,olufsen,0.7,0.8,-0.10000000000000009,-0.1250000000000001,lpa_split,0.4989066271151691,0.5,-0.001093372884830912,-0.002186745769661824,0.01749396615729458
alpha,rpa,olufsen,0.72,0.8,-0.08000000000000007,-0.10000000000000009,mpa_systolic,3943.618419242604,3942.837664265465,0.7807549771391677,0.00019801854492140734,-0.0019801854492140715
alpha,rpa,olufsen,0.72,0.8,-0.08000000000000007,-0.10000000000000009,mpa_diastolic,4.53872152039512,4.536308204188096,0.0024133162070238967,0.0005320000534346033,-0.0053200005343460284
alpha,rpa,olufsen,0.72,0.8,-0.08000000000000007,-0.10000000000000009,mpa_mean,816.4471130684371,816.2097021608391,0.23741090759801864,0.00029086998962337177,-0.002908699896233715
alpha,rpa,olufsen,0.72,0.8,-0.08000000000000007,-0.10000000000000009,rpa_split,0.4997449536900655,0.5,-0.0002550463099345035,-0.000510092619869007,0.005100926198690066
alpha,rpa,olufsen,0.72,0.8,-0.08000000000000007,-0.10000000000000009,lpa_split,0.5002550463099344,0.5,0.000255046309934448,0.000510092619868896,-0.0051009261986889555
alpha,rpa,olufsen,0.74,0.8,-0.06000000000000005,-0.07500000000000007,mpa_systolic,3943.828068708611,3942.837664265465,0.9904044431464172,0.00025119077362038074,-0.003349210314938407
alpha,rpa,olufsen,0.74,0.8,-0.06000000000000005,-0.07500000000000007,mpa_diastolic,4.522848405478405,4.536308204188096,-0.013459798709690496,-0.0029671261527741627,0.0395616820369888
alpha,rpa,olufsen,0.74,0.8,-0.06000000000000005,-0.07500000000000007,mpa_mean,816.495930145732,816.2097021608391,0.28622798489288925,0.0003506794689344262,-0.004675726252459012
alpha,rpa,olufsen,0.74,0.8,-0.06000000000000005,-0.07500000000000007,rpa_split,0.49980718634736254,0.5,-0.00019281365263745798,-0.00038562730527491595,0.005141697403665542
alpha,rpa,olufsen,0.74,0.8,-0.06000000000000005,-0.07500000000000007,lpa_split,0.5001928136526375,0.5,0.00019281365263745798,0.00038562730527491595,-0.005141697403665542
alpha,rpa,olufsen,0.76,0.8,-0.040000000000000036,-0.050000000000000044,mpa_systolic,3942.9954804428103,3942.837664265465,0.1578161773454667,4.002603981791557e-05,-0.0008005207963583108
alpha,rpa,olufsen,0.76,0.8,-0.040000000000000036,-0.050000000000000044,mpa_diastolic,4.539050192470395,4.536308204188096,0.0027419882822989905,0.0006044537008679173,-0.012089074017358335
alpha,rpa,olufsen,0.76,0.8,-0.040000000000000036,-0.050000000000000044,mpa_mean,816.2606545951564,816.2097021608391,0.05095243431730978,6.242566607872702e-05,-0.0012485133215745393
alpha,rpa,olufsen,0.76,0.8,-0.040000000000000036,-0.050000000000000044,rpa_split,0.4999154143789354,0.5,-8.458562106461454e-05,-0.00016917124212922907,0.0033834248425845784
alpha,rpa,olufsen,0.76,0.8,-0.040000000000000036,-0.050000000000000044,lpa_split,0.5000845856210646,0.5,8.458562106461454e-05,0.00016917124212922907,-0.0033834248425845784
alpha,rpa,olufsen,0.78,0.8,-0.020000000000000018,-0.025000000000000022,mpa_systolic,3943.928998539322,3942.837664265465,1.0913342738572283,0.00027678904555167365,-0.011071561822066936
alpha,rpa,olufsen,0.78,0.8,-0.020000000000000018,-0.025000000000000022,mpa_diastolic,4.527695470808269,4.536308204188096,-0.008612733379826487,-0.001898621740884995,0.07594486963539973
alpha,rpa,olufsen,0.78,0.8,-0.020000000000000018,-0.025000000000000022,mpa_mean,816.5250388387215,816.2097021608391,0.31533667788232833,0.00038634272178767766,-0.015453708871507092
alpha,rpa,olufsen,0.78,0.8,-0.020000000000000018,-0.025000000000000022,rpa_split,0.49978806787213703,0.5,-0.00021193212786296822,-0.00042386425572593645,0.016954570229037444
alpha,rpa,olufsen,0.78,0.8,-0.020000000000000018,-0.025000000000000022,lpa_split,0.500211932127863,0.5,0.00021193212786296822,0.00042386425572593645,-0.016954570229037444
beta,lpa,olufsen,0.1,0.6,-0.5,-0.8333333333333334,mpa_systolic,4068.7491405060346,3942.837664265465,125.91147624056975,0.03193422782320574,-0.03832107338784689
beta,lpa,olufsen,0.1,0.6,-0.5,-0.8333333333333334,mpa_diastolic,-8.946213407461874,4.536308204188096,-13.48252161164997,-2.972135270527338,3.5665623246328053
beta,lpa,olufsen,0.1,0.6,-0.5,-0.8333333333333334,mpa_mean,844.403959537091,816.2097021608391,28.194257376251926,0.03454290888923552,-0.041451490667082626
beta,lpa,olufsen,0.1,0.6,-0.5,-0.8333333333333334,rpa_split,0.4806911301239331,0.5,-0.019308869876066892,-0.038617739752133784,0.04634128770256054
beta,lpa,olufsen,0.1,0.6,-0.5,-0.8333333333333334,lpa_split,0.5193088698760668,0.5,0.019308869876066836,0.03861773975213367,-0.04634128770256041
beta,lpa,olufsen,0.12,0.6,-0.48,-0.8,mpa_systolic,4020.004794676029,3942.837664265465,77.16713041056437,0.019571470342271954,-0.024464337927839943
beta,lpa,olufsen,0.12,0.6,-0.48,-0.8,mpa_diastolic,-1.6674012524992148,4.536308204188096,-6.20370945668731,-1.3675678938569042,1.7094598673211303
beta,lpa,olufsen,0.12,0.6,-0.48,-0.8,mpa_mean,834.7337260499592,816.2097021608391,18.52402388912003,0.022695177281131802,-0.02836897160141475
beta,lpa,olufsen,0.12,0.6,-0.48,-0.8,rpa_split,0.49306272259903655,0.5,-0.006937277400963449,-0.013874554801926897,0.01734319350240862
beta,lpa,olufsen,0.12,0.6,-0.48,-0.8,lpa_split,0.5069372774009635,0.5,0.006937277400963504,0.013874554801927008,-0.01734319350240876
beta,lpa,olufsen,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_systolic,4001.1229632687796,3942.837664265465,58.285299003314776,0.014782576399622858,-0.019281621390812426
beta,lpa,olufsen,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_diastolic,0.5632047303939439,4.536308204188096,-3.973103473794152,-0.875845135506011,1.1424066984861014
beta,lpa,olufsen,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_mean,830.7100098521166,816.2097021608391,14.500307691277499,0.017765419417202815,-0.0231722861963515
beta,lpa,olufsen,0.14,0.6,-0.45999999999999996,-0.7666666666666666,rpa_split,0.49692982029883026,0.5,-0.0030701797011697396,-0.006140359402339479,0.008009164437834103
beta,lpa,olufsen,0.14,0.6,-0.45999999999999996,-0.7666666666666666,lpa_split,0.5030701797011697,0.5,0.0030701797011697396,0.006140359402339479,-0.008009164437834103
beta,lpa,olufsen,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_systolic,3999.346925276847,3942.837664265465,56.50926101138202,0.01433212975607239,-0.01954381330373508
beta,lpa,olufsen,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_diastolic,0.70005184683379,4.536308204188096,-3.836256357354306,-0.8456780678641996,1.1531973652693632
beta,lpa,olufsen,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_mean,830.2930834057179,816.2097021608391,14.083381244878751,0.017254611416152383,-0.023529015567480525
beta,lpa,olufsen,0.16,0.6,-0.43999999999999995,-0.7333333333333333,rpa_split,0.49709958374572427,0.5,-0.0029004162542757284,-0.005800832508551457,0.007910226148024715
beta,lpa,olufsen,0.16,0.6,-0.43999999999999995,-0.7333333333333333,lpa_split,0.5029004162542757,0.5,0.0029004162542757284,0.005800832508551457,-0.007910226148024715
beta,lpa,olufsen,0.18,0.6,-0.42,-0.7,mpa_systolic,3983.0225201873704,3942.837664265465,40.18485592190564,0.010191861634605724,-0.014559802335151036
beta,lpa,olufsen,0.18,0.6,-0.42,-0.7,mpa_diastolic,2.3192979964297757,4.536308204188096,-2.21701020775832,-0.488725657068779,0.6981795100982557
beta,lpa,olufsen,0.18,0.6,-0.42,-0.7,mpa_mean,826.590619118472,816.2097021608391,10.380916957632849,0.012718443471267663,-0.018169204958953807
beta,lpa,olufsen,0.18,0.6,-0.42,-0.7,rpa_split,0.49965969701181223,0.5,-0.0003403029881877684,-0.0006806059763755368,0.0009722942519650526
beta,lpa,olufsen,0.18,0.6,-0.42,-0.7,lpa_split,0.5003403029881878,0.5,0.0003403029881877684,0.0006806059763755368,-0.0009722942519650526
beta,lpa,olufsen,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_systolic,3988.699268108831,3942.837664265465,45.86160384336608,0.01163162365496727,-0.017447435482450906
beta,lpa,olufsen,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_diastolic,1.7688222367119282,4.536308204188096,-2.7674859674761674,-0.6100745017547787,0.9151117526321682
beta,lpa,olufsen,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_mean,827.8968322911006,816.2097021608391,11.687130130261494,0.014318783640185734,-0.021478175460278602
beta,lpa,olufsen,0.2,0.6,-0.39999999999999997,-0.6666666666666666,rpa_split,0.49881661257927346,0.5,-0.001183387420726545,-0.00236677484145309,0.0035501622621796347
beta,lpa,olufsen,0.2,0.6,-0.39999999999999997,-0.6666666666666666,lpa_split,0.5011833874207265,0.5,0.001183387420726545,0.00236677484145309,-0.0035501622621796347
beta,lpa,olufsen,0.22,0.6,-0.38,-0.6333333333333334,mpa_systolic,3977.4841606508194,3942.837664265465,34.64649638535457,0.008787198291058496,-0.013874523617460782
beta,lpa,olufsen,0.22,0.6,-0.38,-0.6333333333333334,mpa_diastolic,2.7936704095777594,4.536308204188096,-1.7426377946103364,-0.3841533062064578,0.6065578519049333
beta,lpa,olufsen,0.22,0.6,-0.38,-0.6333333333333334,mpa_mean,825.2780222522887,816.2097021608391,9.06832009144955,0.01111028215842328,-0.01754255077645781
beta,lpa,olufsen,0.22,0.6,-0.38,-0.6333333333333334,rpa_split,0.5002931794508734,0.5,0.00029317945087337094,0.0005863589017467419,-0.0009258298448632765
beta,lpa,olufsen,0.22,0.6,-0.38,-0.6333333333333334,lpa_split,0.49970682054912663,0.5,-0.00029317945087337094,-0.0005863589017467419,0.0009258298448632765
beta,lpa,olufsen,0.24,0.6,-0.36,-0.6,mpa_systolic,3968.5844699245586,3942.837664265465,25.746805659093752,0.0065300192022717425,-0.01088336533711957
beta,lpa,olufsen,0.24,0.6,-0.36,-0.6,mpa_diastolic,3.4425195862017626,4.536308204188096,-1.0937886179863332,-0.24111867376570778,0.40186445627617967
beta,lpa,olufsen,0.24,0.6,-0.36,-0.6,mpa_mean,823.0733237083789,816.2097021608391,6.863621547539765,0.008409139868552122,-0.014015233114253537
beta,lpa,olufsen,0.24,0.6,-0.36,-0.6,rpa_split,0.5008475918065566,0.5,0.0008475918065565802,0.0016951836131131603,-0.0028253060218552672
beta,lpa,olufsen,0.24,0.6,-0.36,-0.6,lpa_split,0.4991524081934434,0.5,-0.0008475918065565802,-0.0016951836131131603,0.0028253060218552672
beta,lpa,olufsen,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_systolic,3977.3531561531195,3942.837664265465,34.51549188765466,0.008753972348512797,-0.015448186497375525
beta,lpa,olufsen,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_diastolic,2.799886941019159,4.536308204188096,-1.7364212631689369,-0.38278291178844626,0.6754992560972581
beta,lpa,olufsen,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_mean,825.2455786430613,816.2097021608391,9.035876482222193,0.011070533048431735,-0.01953623479135012
beta,lpa,olufsen,0.26,0.6,-0.33999999999999997,-0.5666666666666667,rpa_split,0.5002738131220883,0.5,0.00027381312208829556,0.0005476262441765911,-0.0009663992544292785
beta,lpa,olufsen,0.26,0.6,-0.33999999999999997,-0.5666666666666667,lpa_split,0.4997261868779117,0.5,-0.00027381312208829556,-0.0005476262441765911,0.0009663992544292785
beta,lpa,olufsen,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_systolic,3970.1792078424733,3942.837664265465,27.34154357700845,0.006934483715829593,-0.013002156967180486
beta,lpa,olufsen,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_diastolic,3.357551106602375,4.536308204188096,-1.178757097585721,-0.2598494292114999,0.48721767977156233
beta,lpa,olufsen,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_mean,823.4875411436076,816.2097021608391,7.277838982768458,0.008916628855919081,-0.01671867910484828
beta,lpa,olufsen,0.28,0.6,-0.31999999999999995,-0.5333333333333333,rpa_split,0.5008307502368006,0.5,0.0008307502368005704,0.0016615004736011407,-0.003115313388002139
beta,lpa,olufsen,0.28,0.6,-0.31999999999999995,-0.5333333333333333,lpa_split,0.49916924976319943,0.5,-0.0008307502368005704,-0.0016615004736011407,0.003115313388002139
beta,lpa,olufsen,0.3,0.6,-0.3,-0.5,mpa_systolic,3964.256093817088,3942.837664265465,21.418429551623376,0.005432237229988404,-0.010864474459976807
beta,lpa,olufsen,0.3,0.6,-0.3,-0.5,mpa_diastolic,3.7415266035294246,4.536308204188096,-0.7947816006586712,-0.17520449777307856,0.3504089955461571
